Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2
120,0.9991489052772522,47,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'593',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'1718 s loomis blvd',b'',b'5639796',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
120,0.9991489052772522,48,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/El Centro - Loomis,1718 S Loomis Blvd ,,5639796,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'593',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino/cuidar - el hogar del nino/el centro - loomis',b'1718 s loomis blvd',b'',b'5639796',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
116,0.9431951100176031,49,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1711 w 35th street',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
116,0.9431951100176031,50,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Little Tykes II,1723 W 35th St ,,5791791,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'595',b'cps_early_childhood_portal_scrape.csv',b'el valor - little tykes ii',b'1711 w 35th street',b'60609',b'5791791',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'mckinley park',b'',b'',b'',b'',b'sara matta',b'yes',b'no',b'no',b'',b'www.elvalor.org',b'vincent allocco',b'sara matta',b'',b'',b'',b'',b'',b''
127,0.9991489052772522,51,CPS_Early_Childhood_Portal_scrape.csv, Church of God True Believers - Church of God Day Care,1738 W Marquette Rd ,,4715222,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'51',b'cps_early_childhood_portal_scrape.csv',b'church of god true believers - church of god day care',b'1738 w marquette rd',b'',b'4715222',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
130,0.9832127094268799,52,CPS_Early_Childhood_Portal_scrape.csv, Lutheran Social Services of Illinois - Rogers Park / LSSI,1754 W Devon Ave ,,2623366,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'52',b'cps_early_childhood_portal_scrape.csv',b'lutheran social services of illinois - rogers park / lssi',b'1754 w devon ave',b'',b'2623366',b'',b'community partnerships',"b'8-11 hours, varies by facility'",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
132,0.9804269854839032,53,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'53',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - guadalupano family center',b'1814 s paulina',b'60608',b'6663883',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'lower west side',b'chicago commons association',b'lower west side',b'',b'',b'',b'',b'migdalia young',b'yes',b'no',b'yes',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'esmeralda arroyo',b'',b'09/30/14',b'405263',b'arroyoe@chicagocommons.org',b'',b'child care'
132,0.9804269854839032,54,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Guadalupano Family Center,1814 S Paulina St ,,6663883,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'53',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - guadalupano family center',b'1814 s paulina',b'60608',b'6663883',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'lower west side',b'chicago commons association',b'lower west side',b'',b'',b'',b'',b'migdalia young',b'yes',b'no',b'yes',"b'2613it(child care it center), 3403ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'esmeralda arroyo',b'',b'09/30/14',b'405263',b'arroyoe@chicagocommons.org',b'',b'child care'
133,0.9636442746434893,55,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - McCormick Tribune- YMCA,1834 N Lawndale Ave ,,2352525,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'55',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - mccormick tribune- ymca',b'1834 n lawndale ave',b'60647',b'2352525',b'',b'prekindergarten for all',b'half day/full day',b'',b'',b'west lawn',b'ymca of metropolitan chicago',b'logan square',b'',b'',b'',b'',b'maria franco',b'yes',b'yes',b'yes',"b'2697it(child care it center), 7096ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'maria franco',b'',b'',b'',b'',b'',b''
135,0.9991489052772522,56,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'607',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - malcolm x college',b'1900 w van buren st',b'',b'8507000',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
135,0.9991489052772522,57,CPS_Early_Childhood_Portal_scrape.csv, Board Trustees-City Colleges of Chicago - Malcolm X College,1900 W Van Buren St ,,8507000,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'607',b'cps_early_childhood_portal_scrape.csv',b'board trustees-city colleges of chicago - malcolm x college',b'1900 w van buren st',b'',b'8507000',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
494,0.9877060566629682,58,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2146',b'cps_early_childhood_portal_scrape.csv',b'el valor - guadalupe reyes children & family center',b'1951 w 19th st',b'60608',b'9972021',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'lower west side',b'',b'',b'',b'',b'lydia marcos',b'yes',b'no',b'yes',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'www.elvalor.org',b'vincent allocco',b'rosa moreno',b'',b'',b'',b'',b'',b'child care'
494,0.9877060566629682,59,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Guadalupe Reyes Children & Family Center,1951 W 19th St ,,9972021,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'2146',b'cps_early_childhood_portal_scrape.csv',b'el valor - guadalupe reyes children & family center',b'1951 w 19th st',b'60608',b'9972021',b'',b'child care',b'extended day',b'',b'',b'',b'el valor',b'lower west side',b'',b'',b'',b'',b'lydia marcos',b'yes',b'no',b'yes',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'www.elvalor.org',b'vincent allocco',b'rosa moreno',b'',b'',b'',b'',b'',b'child care'
789,0.9239033552316519,60,CPS_Early_Childhood_Portal_scrape.csv, North Avenue Day Nursery - North Avenue Day Nursery,2001 W Pierce Ave ,,3424499,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'60',b'cps_early_childhood_portal_scrape.csv',b'north avenue day nursery',b'2001 w pierce',b'60622',b'3424499',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'north avenue day nursery',b'west town',b'',b'',b'',b'',b'steve koll',b'no',b'yes',b'yes',"b'5757ip(ehs collaboration enhanced home ip), 5837it(child car'",b'www.nadnkids.org',b'cp',b'steve koll',b'',b'04/30/15',b'274678',b'steven@nadnkids.org',b'',b'child care'
137,0.9634162982304891,61,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'61',b'cps_early_childhood_portal_scrape.csv',b'carole robertson center for learning',b'2020 w roosevelt rd',b'60608',b'2437300',b'(312) 243-1087',b'child care',b'extended day',b'6391-8286-5433-002',b'',b'',b'carole robertson center for learning',b'near west side',b'',b'',b'',b'',b'betty lee',b'no',b'yes',b'no',b'',b'www.crcl.net',b'gail nelson',b'betty lee',b'',b'05/31/14',b'723127',b'youngt@crcl.net',b'',b'child care'
137,0.9634162982304891,62,CPS_Early_Childhood_Portal_scrape.csv, Carole Robertson Center For Learning - Carole Robertson Center CTR 2020,2020 W Roosevelt Rd ,,2437300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'61',b'cps_early_childhood_portal_scrape.csv',b'carole robertson center for learning',b'2020 w roosevelt rd',b'60608',b'2437300',b'(312) 243-1087',b'child care',b'extended day',b'6391-8286-5433-002',b'',b'',b'carole robertson center for learning',b'near west side',b'',b'',b'',b'',b'betty lee',b'no',b'yes',b'no',b'',b'www.crcl.net',b'gail nelson',b'betty lee',b'',b'05/31/14',b'723127',b'youngt@crcl.net',b'',b'child care'
143,0.9965110520521799,63,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'63',b'cps_early_childhood_portal_scrape.csv',b'chinese american service league - chinese american service league',b'2141 s tan ct',b'60616',b'7910418',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'chinese american service league',b'armour square',b'',b'',b'',b'',b'weilian xin',b'yes',b'no',b'yes',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'www.caslservice.org',b'esther wong',b'brenda arksey',b'',b'08/31/14',b'209110',b'brenda_arksey@caslservice.org',b'',b'child care'
143,0.9965110520521799,64,CPS_Early_Childhood_Portal_scrape.csv, Chinese American Service League - Chinese American Service League,2141 S Tan Ct ,,7910418,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'63',b'cps_early_childhood_portal_scrape.csv',b'chinese american service league - chinese american service league',b'2141 s tan ct',b'60616',b'7910418',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'chinese american service league',b'armour square',b'',b'',b'',b'',b'weilian xin',b'yes',b'no',b'yes',"b'3248ps (hs collaboration with childcare & prek), 2771ps (chi'",b'www.caslservice.org',b'esther wong',b'brenda arksey',b'',b'08/31/14',b'209110',b'brenda_arksey@caslservice.org',b'',b'child care'
184,0.8273120522499084,65,CPS_Early_Childhood_Portal_scrape.csv, First Church of Love And Faith - First Church of Love & Faith Annex,2141 W 79th St ,,2246800,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'65',b'cps_early_childhood_portal_scrape.csv',b'first church of love and faith',b'2140 w 79th st',b'60620',b'2246800',b'',b'head start',b'half day/full day',b'',b'',b'',b'first church of love and faith',b'auburn gresham',b'',b'',b'',b'',b'connie guyton',b'yes',b'no',b'no',b'3258ps(hs collaboration with childcare)',b'',b'archbishop lucius hall',b'barbara mosley',b'',b'',b'',b'',b'',b'child care'
121,0.9934372752904892,66,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'66',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'2325 s california ave',b'60608',b'5231629',b'',b'early head start',b'extended day',b'',b'',b'south lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
121,0.9934372752904892,67,CPS_Early_Childhood_Portal_scrape.csv, El Hogar del Nino/Cuidar - El Hogar del Nino/Cuidar- California,2325 S California Ave ,,5231629,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'66',b'cps_early_childhood_portal_scrape.csv',b'el hogar del nino/cuidar - el hogar del nino/cuidar- california',b'2325 s california ave',b'60608',b'5231629',b'',b'early head start',b'extended day',b'',b'',b'south lawndale',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'cp',b'',b'',b'',b'',b'',b'',b''
144,0.9963923692703247,68,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'69',b'cps_early_childhood_portal_scrape.csv',b'henry booth house - bernard gentry',b'2326 s dearborn st',b'',b'8428557',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
144,0.9963923692703247,69,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Bernard Gentry,2326 S Dearborn St ,,8428557,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'69',b'cps_early_childhood_portal_scrape.csv',b'henry booth house - bernard gentry',b'2326 s dearborn st',b'',b'8428557',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
185,0.9991489052772522,70,CPS_Early_Childhood_Portal_scrape.csv, Chicago State University - Kenyatta's Day Care,2334 E 75th ,,2213777,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'70',b'cps_early_childhood_portal_scrape.csv',"b""chicago state university - kenyatta's day care""",b'2334 e 75th',b'',b'2213777',b'',b'child care',b'extended day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
145,0.7487607300281525,71,CPS_Early_Childhood_Portal_scrape.csv, Henry Booth House - Hillard House / Henry Booth,2401 S Wabash Ave ,,7919710,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'615',b'cps_early_childhood_portal_scrape.csv',b'henry booth house - hillard house / henry booth',b'2401 s wabash ave',b'',b'7919710',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
94,0.8438882785184043,72,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1240',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'1449 s keeler ave',b'',b'2775888',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
94,0.8438882785184043,73,CPS_Early_Childhood_Portal_scrape.csv, Catholic Charities of the Archdiocese of Chicago - Our Lady of Tepeyac,2414 S Albany Ave ,,2775888,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1240',b'cps_early_childhood_portal_scrape.csv',b'catholic charities of the archdiocese of chicago - our lady of lourdes',b'1449 s keeler ave',b'',b'2775888',b'',b'child care',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
187,0.8048997691699437,74,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - High Ridge YMCA,2424 W Touhy Ave ,,2628300,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'74',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - high ridge ymca',b'2424 w touhy',b'60645',b'2628300',b'',b'child care',b'half day/full day',b'',b'',b'west ridge',b'ymca of metropolitan chicago',b'west ridge',b'',b'',b'',b'',b'linda acevedo',b'yes',b'no',b'yes',"b'2132it(child care it center), 7094ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'linda acevedo',b'',b'11/30/14',b'725321',b'',b'',b''
188,0.9350705913134983,75,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'76',b'cps_early_childhood_portal_scrape.csv',b'el valor - carlos cantu',b'2434 s kildare',b'60623',b'2422700',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'el valor',b'south lawndale',b'',b'',b'',b'',b'irma carmona',b'yes',b'no',b'yes',"b'4305it(child care it center), 4305ps(child care ps center),'",b'www.elvalor.org',b'vincent allocco',b'irma carmona',b'',b'',b'',b'',b'',b''
188,0.9350705913134983,76,CPS_Early_Childhood_Portal_scrape.csv, El Valor - Carlos Cantu,2434 S Kildare Ave ,,,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'76',b'cps_early_childhood_portal_scrape.csv',b'el valor - carlos cantu',b'2434 s kildare',b'60623',b'2422700',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'el valor',b'south lawndale',b'',b'',b'',b'',b'irma carmona',b'yes',b'no',b'yes',"b'4305it(child care it center), 4305ps(child care ps center),'",b'www.elvalor.org',b'vincent allocco',b'irma carmona',b'',b'',b'',b'',b'',b''
189,0.9779486589961581,77,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Greenview,2507 N Greenview Ave ,,4721083,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'77',b'cps_early_childhood_portal_scrape.csv',b'christopher house',b'2507 n greenview',b'60614',b'4721083',b'',b'child care',b'half day/full day',b'',b'',b'lincoln park',b'christopher house',b'lincoln park',b'',b'',b'',b'',b'aimee washington',b'yes',b'no',b'no',"b'2681it(child care it center), 3406ps(hs collaboration with c'",b'www.christopherhouse.org',b'lori baas',b'aimee washington',b'',b'04/30/14',b'129456',b'awashington@christopherhouse.org',b'',b'child care'
190,0.9698366847905245,78,CPS_Early_Childhood_Portal_scrape.csv, Christopher House - Christopher House - Logan Square,2610 N Francisco Ave ,,2354073,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1196',b'cps_early_childhood_portal_scrape.csv',b'christopher house logan sq',b'3255 w altgeld',b'60647',b'2354073',b'',b'child care',b'half day/full day',b'',b'',b'logan square',b'christopher house',b'logan square',b'',b'',b'',b'',b'carmen velez',b'yes',b'no',b'yes',"b'4321it(child care it center), 7087ps(hs collaboration with c'",b'www.christopherhouse.org',b'lori baas',b'carmen velez',b'',b'05/31/15',b'289774',b'cvelez@christopherhouse.org',b'',b'child care'
196,0.8779224872589111,79,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1257',b'cps_early_childhood_portal_scrape.csv',b'st. augustine college - st. augustine - nayarit',b'2610 w 25th pl',b'',b'8783641',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
196,0.8779224872589111,80,CPS_Early_Childhood_Portal_scrape.csv, St. Augustine College - St. Augustine - Nayarit,2610 W 25th Pl ,,8783641,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1257',b'cps_early_childhood_portal_scrape.csv',b'st. augustine college - st. augustine - nayarit',b'2610 w 25th pl',b'',b'8783641',b'',b'head start',b'half day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
200,0.9987458099018444,81,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'82',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - rauner',b'2700 s western ave',b'60608',b'8473115',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'ymca of metropolitan chicago',b'lower west side',b'',b'',b'',b'',b'sonya sifuentes',b'yes',b'yes',b'yes',"b'4167it(child care it center), 4170ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'sonya sifuentes',b'',b'',b'',b'',b'',b''
200,0.9987458099018444,82,CPS_Early_Childhood_Portal_scrape.csv, YMCA of Metropolitan Chicago - Rauner,2700 S Western Ave ,,8473115,,Child Care,EXTENDED DAY,,,,,,,,,,,,,,,,,,,,,,,,b'82',b'cps_early_childhood_portal_scrape.csv',b'ymca of metropolitan chicago - rauner',b'2700 s western ave',b'60608',b'8473115',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'',b'ymca of metropolitan chicago',b'lower west side',b'',b'',b'',b'',b'sonya sifuentes',b'yes',b'yes',b'yes',"b'4167it(child care it center), 4170ps(hs collaboration with c'",b'www.ymcachicago.org',b'dorothy cole-gary',b'sonya sifuentes',b'',b'',b'',b'',b'',b''
